trace_id,span_id,attribute_name,attribute_value
04c1c8d51f2a1dd9cf19b1188a1b973b,f4a614ed663b63b7,path.id,safeReadLines:missing
04c1c8d51f2a1dd9cf19b1188a1b973b,f4a614ed663b63b7,path.function,safeReadLines
04c1c8d51f2a1dd9cf19b1188a1b973b,f4a614ed663b63b7,path.route,ENOENT branch
44260fd3a953f446b6cf4902baa0381d,5e4a89e3cdbbb4f6,path.id,safeReadLines:happy
44260fd3a953f446b6cf4902baa0381d,5e4a89e3cdbbb4f6,path.function,safeReadLines
44260fd3a953f446b6cf4902baa0381d,5e4a89e3cdbbb4f6,path.route,success branch
5b63586fea43ac00d1ea1b7be647473c,be3007ff4d586c5f,path.id,safeReadLines:permission
5b63586fea43ac00d1ea1b7be647473c,be3007ff4d586c5f,path.function,safeReadLines
5b63586fea43ac00d1ea1b7be647473c,be3007ff4d586c5f,path.route,EACCES branch
bd979994e8c14337defcb898785cbd05,045e3b719b32b0cf,path.id,safeReadLines:decode
bd979994e8c14337defcb898785cbd05,045e3b719b32b0cf,path.function,safeReadLines
bd979994e8c14337defcb898785cbd05,045e3b719b32b0cf,path.route,decode branch
da3c558b204c90b2e7f50b0ee46b22dd,479975d4104be38e,path.id,safeReadLines:rethrow
da3c558b204c90b2e7f50b0ee46b22dd,479975d4104be38e,path.function,safeReadLines
da3c558b204c90b2e7f50b0ee46b22dd,479975d4104be38e,path.route,rethrow branch
f8889115b39fe3cc816e576026056d7f,0dfaba42f9373add,path.id,parseJsonSafely:valid
f8889115b39fe3cc816e576026056d7f,0dfaba42f9373add,path.function,parseJsonSafely
f8889115b39fe3cc816e576026056d7f,0dfaba42f9373add,path.route,valid JSON branch
7066a402bcdbdf0909e7bc9b17fd4444,a6d8f52642585580,path.id,parseJsonSafely:invalid
7066a402bcdbdf0909e7bc9b17fd4444,a6d8f52642585580,path.function,parseJsonSafely
7066a402bcdbdf0909e7bc9b17fd4444,a6d8f52642585580,path.route,catch branch
10fb7a281b6c0c02a7debebe5c955918,e1c13d8505948b43,path.id,divideSafely:success
10fb7a281b6c0c02a7debebe5c955918,e1c13d8505948b43,path.function,divideSafely
10fb7a281b6c0c02a7debebe5c955918,e1c13d8505948b43,path.route,success branch
c92f656aa6ba03a2308d3b8c1691eac5,3b1638a45eec0acf,path.id,divideSafely:zero
c92f656aa6ba03a2308d3b8c1691eac5,3b1638a45eec0acf,path.function,divideSafely
c92f656aa6ba03a2308d3b8c1691eac5,3b1638a45eec0acf,path.route,RangeError branch
978252823664ebfddc3a42a8700929bf,e0fa04ba9268b150,path.id,divideSafely:rethrow
978252823664ebfddc3a42a8700929bf,e0fa04ba9268b150,path.function,divideSafely
978252823664ebfddc3a42a8700929bf,e0fa04ba9268b150,path.route,TypeError rethrow branch
255ce8255db38d2151a9b8d68282820d,fccf5345b9fa7d12,path.id,retryOperation:success-after-retry
255ce8255db38d2151a9b8d68282820d,fccf5345b9fa7d12,path.function,retryOperation
255ce8255db38d2151a9b8d68282820d,fccf5345b9fa7d12,path.route,retry success branch
4e8e37ddb149cf473d7b8b8b64c181d8,68193177f0fe76f4,path.id,retryOperation:final-failure
4e8e37ddb149cf473d7b8b8b64c181d8,68193177f0fe76f4,path.function,retryOperation
4e8e37ddb149cf473d7b8b8b64c181d8,68193177f0fe76f4,path.route,final failure branch
b5a0a68980a876bf2232d1c12ba06a0f,a928929a31849c78,path.id,classifyHttpStatus:success
b5a0a68980a876bf2232d1c12ba06a0f,a928929a31849c78,path.function,classifyHttpStatus
b5a0a68980a876bf2232d1c12ba06a0f,a928929a31849c78,path.route,2xx branch
8c0020e1d9a4e1bda3dfb53cbc7e439a,a33802c01c03e8ea,path.id,classifyHttpStatus:client
8c0020e1d9a4e1bda3dfb53cbc7e439a,a33802c01c03e8ea,path.function,classifyHttpStatus
8c0020e1d9a4e1bda3dfb53cbc7e439a,a33802c01c03e8ea,path.route,4xx branch
36e34f59da248970491201ea7f4a25c0,5a6a03140cb9b877,path.id,classifyHttpStatus:server
36e34f59da248970491201ea7f4a25c0,5a6a03140cb9b877,path.function,classifyHttpStatus
36e34f59da248970491201ea7f4a25c0,5a6a03140cb9b877,path.route,5xx branch
362a758d06c0abeef89566d7df42116e,1d53edfc36bf1a46,path.id,classifyHttpStatus:unknown
362a758d06c0abeef89566d7df42116e,1d53edfc36bf1a46,path.function,classifyHttpStatus
362a758d06c0abeef89566d7df42116e,1d53edfc36bf1a46,path.route,unknown branch
